publisher,genres,release_date,tags,price,early_access,id,developer
Blender Games,"['Action', 'Adventure', 'Casual', 'Indie']",2017-09-13,"['Difficult', 'Casual', 'Indie', 'Platformer', '2D', 'Singleplayer', 'Action', 'Adventure', 'Physics', 'Puzzle-Platformer', 'Puzzle', 'Colorful', 'Atmospheric', 'Great Soundtrack']",0.99,0.0,704190.0,Blender Games
Hanako Games,"['Adventure', 'Indie']",2015-02-13,"['Choose Your Own Adventure', 'Fantasy', 'Multiple Endings', 'Female Protagonist', 'Indie', 'Adventure', 'Based On A Novel', 'Visual Novel', 'Casual', 'Singleplayer']",6.99,0.0,342450.0,Hanabira
GamersHype Productions,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2017-10-26,"['Strategy', 'Action', 'Adventure', 'Indie', 'Casual']",0.99,0.0,740630.0,GamersHype Productions
QCF Design,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2013-11-07,"['Strategy', 'Adventure', 'RPG', 'Indie', 'Casual']",9.99,0.0,261420.0,QCF Design
KasSanity,"['Free to Play', 'Massively Multiplayer', 'Racing']",2016-10-18,"['Free to Play', 'Racing', 'Massively Multiplayer']",,0.0,539640.0,"Kastriot Sulejmani,Brayden Myers"
Ubisoft,"['Action', 'Adventure']",2007-03-27,"['Adventure', 'Action', 'Comedy', 'Funny', 'Multiplayer', 'Psychological Horror', 'Singleplayer']",9.99,0.0,15080.0,"Ubisoft Bulgaria,Ubisoft Montpellier"
"Konami Digital Entertainment, Inc.",['Simulation'],2016-12-07,['Simulation'],4.99,0.0,523510.0,Other Ocean Interactive
Rain Games,"['Action', 'Adventure', 'Indie', 'RPG']",2017-05-05,"['Action', 'Adventure', 'RPG', 'Indie']",1.99,0.0,631580.0,Rain Games
NGD Studios,"['Action', 'Indie']",2011-10-27,"['Action', 'Indie']",0.99,0.0,111402.0,NGD Studios
Reverb Triple XP,"['Adventure', 'Indie']",2015-02-23,"['Indie', 'Adventure', 'Platformer', '2D']",6.99,0.0,343840.0,Lawrence Russell
Double Eleven,['Strategy'],2014-11-14,['Strategy'],6.99,0.0,332340.0,Double Eleven
505 Games,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",2016-08-02,"['Relaxing', 'Atmospheric', 'Underwater', 'Great Soundtrack', 'Exploration', 'Adventure', 'Singleplayer', 'Indie', 'Casual', 'Colorful', 'Fantasy', 'Family Friendly', 'Story Rich', 'Simulation', 'Open World', 'Short', 'Controller', 'Third Person', 'Walking Simulator', 'Action']",19.99,0.0,384190.0,Giant Squid
Ubisoft,"['Casual', 'Simulation']",2012-10-16,"['Casual', 'Simulation']",2.99,0.0,206114.0,Ubisoft - San Francisco
Kerberos Productions Inc.,"['Casual', 'Indie', 'RPG', 'Strategy']",2014-04-18,"['Indie', 'Strategy', 'RPG', 'Casual']",1.99,0.0,291790.0,Kerberos Productions Inc.
Paradox Interactive,['Simulation'],2012-07-26,['Simulation'],4.99,0.0,206716.0,Colossal Order Ltd.
Dovetail Games - Flight,['Simulation'],2017-12-07,['Simulation'],39.99,0.0,630916.0,BlueSky FS
Paradox Interactive,['Simulation'],2011-04-05,['Simulation'],3.99,0.0,48803.0,VStep
"NIS America, Inc.",['RPG'],2017-01-30,"['RPG', 'Anime', 'Strategy RPG', 'JRPG', 'Turn-Based Tactics', 'Tactical RPG', 'Comedy', 'Singleplayer', 'Turn-Based', 'Strategy', '2D', 'Funny', 'Great Soundtrack', 'Pixel Graphics']",19.99,0.0,495280.0,"Nippon Ichi Software, Inc."
Dincicode,"['Action', 'Adventure', 'Indie', 'Strategy']",2017-05-29,"['Strategy', 'Action', 'Adventure', 'Indie', 'Tower Defense']",4.99,0.0,427610.0,Dincicode
Ubisoft,"['Action', 'Adventure']",2016-11-28,"['Action', 'Adventure']",6.99,0.0,525013.0,Ubisoft
Paper Games,"['Action', 'Indie']",2014-12-15,"['Action', 'Indie', 'Survival', 'Zombies', 'Top-Down', 'Open World', 'Multiplayer', 'Co-op', 'Post-apocalyptic', 'Procedural Generation', 'Perma Death', 'Silent Protagonist', 'Replay Value', 'Difficult', 'Realistic', 'Rogue-like']",7.99,0.0,332780.0,Paper Games
Plug In Digital,"['Indie', 'Strategy']",2017-05-04,"['Strategy', 'Indie']",4.99,0.0,551916.0,Strategiae
Strategy First,['Adventure'],2014-04-15,"['Adventure', 'Hidden Object', 'Point & Click', 'Casual', 'Puzzle']",4.99,0.0,292670.0,Gogii Games
Dreamsite Games,"['Casual', 'Indie', 'Simulation', 'Strategy']",2015-10-20,"['Management', 'Simulation', 'Strategy', 'Indie', 'Casual', 'Economy', 'Pixel Graphics', '2D', 'Singleplayer', 'Difficult', 'Funny', 'Replay Value', 'Comedy', 'Great Soundtrack', 'Point & Click']",9.99,0.0,377900.0,Dreamsite Games
Dovetail Games,['Simulation'],2009-01-01,['Simulation'],4.99,0.0,256611.0,Dovetail Games
Topware Interactive,"['Action', 'Casual', 'Strategy']",2012-08-16,"['Strategy', 'Casual', 'Action', 'Chess']",19.99,0.0,211070.0,Targem Games
Paradox Interactive,"['RPG', 'Simulation', 'Strategy']",2014-05-19,"['Strategy', 'RPG', 'Simulation']",1.99,0.0,292981.0,Paradox Development Studio
Big Fish Games,"['Adventure', 'Casual']",2017-12-04,"['Adventure', 'Casual']",12.99,0.0,758580.0,Elephant Games
Daniel Ratcliffe,"['Casual', 'Indie']",2016-10-24,"['Indie', 'Casual', 'Puzzle', 'Space', 'Robots', 'Cute', 'Sci-fi', 'Great Soundtrack']",7.99,0.0,305760.0,Daniel Ratcliffe
Microids Indie,['Adventure'],2006-03-16,"['Adventure', 'Point & Click']",9.99,0.0,410120.0,Private Moon Studios
Coconut Island Games,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2016-06-02,"['Adventure', 'RPG', 'Survival', 'Indie', 'Casual', 'Strategy', 'Simulation', 'Building', 'Singleplayer', 'Side Scroller', 'Rogue-like', '2D', 'Turn-Based Tactics', 'Third Person', 'Difficult', 'Foreign', 'Politics', 'Replay Value', 'Atmospheric', 'Mouse only']",5.99,0.0,467960.0,TPP Studio
"Trion Worlds, Inc.","['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",2014-06-04,"['Free to Play', 'Action', 'Open World', 'Massively Multiplayer', 'Third-Person Shooter', 'Multiplayer', 'RPG', 'Co-op', 'Shooter', 'Sci-fi', 'Survival', 'Post-apocalyptic', 'FPS', 'Online Co-Op', 'Adventure', 'Third Person', 'MMORPG', 'First-Person', 'Singleplayer', 'Casual']",,0.0,224600.0,"Trion Worlds, Inc."
Sekai Project,['Indie'],2015-07-16,['Indie'],4.99,0.0,386760.0,stage-nana
INSIDE SYSTEM,"['Action', 'Adventure', 'Casual', 'Indie']",2015-12-01,"['Action', 'Indie', 'Adventure', 'Platformer', 'Anime', 'Pixel Graphics', 'Female Protagonist', '2D', 'Casual']",4.99,0.0,420770.0,INSIDE SYSTEM
rest.less Games,"['Adventure', 'Indie']",2015-10-29,"['Indie', 'Adventure', 'RPGMaker', 'Horror', 'Lovecraftian', 'Mystery', 'Story Rich']",7.99,0.0,347730.0,rest.less Games
Ubisoft,"['Action', 'Adventure']",2017-01-24,"['Adventure', 'Action']",6.99,0.0,525000.0,Ubisoft
Level Eight AB,"['Action', 'Casual', 'Indie']",2015-10-21,"['Action', 'Casual', 'Indie', 'Stealth']",7.99,0.0,372960.0,Level Eight AB
Surprise Attack,"['Action', 'Indie']",2015-05-01,"['Action', 'Indie']",9.99,0.0,326510.0,Samurai Punk
Rocketcat Games,"['Action', 'Indie', 'RPG']",2016-07-21,"['Pixel Graphics', 'Zombies', 'Action', 'Indie', 'Rogue-like', 'Survival', 'RPG', 'Local Co-Op', 'Great Soundtrack', 'Comedy', 'Character Customization', '2D', 'Difficult', 'Co-op', 'Memes', 'Multiplayer', 'Funny', 'Rogue-lite', 'Replay Value', 'Adventure']",14.99,0.0,252610.0,"Rocketcat Games,Madgarden"
Unika Games,"['Casual', 'Indie']",2016-09-12,"['Indie', 'Casual', 'Arcade', 'Cartoon', 'Platformer']",1.99,0.0,526790.0,Unika Games
GAMES FOR HUMANS,['Indie'],2017-05-10,['Indie'],0.99,0.0,635580.0,GAMES FOR HUMANS
Triverske,['Simulation'],2016-08-22,"['Simulation', 'Memes', 'Funny', 'Illuminati', 'Indie', 'Psychological Horror', 'Pixel Graphics', 'Sandbox']",2.99,0.0,385240.0,Triverske
b-alive gmbh,"['Casual', 'Indie', 'Simulation', 'Strategy']",2003-05-01,"['Simulation', 'Strategy', 'Casual', 'Indie', 'Management', 'Economy', 'Building', 'Family Friendly', 'Realistic']",6.99,0.0,311840.0,b-alive gmbh
Rortos Srl,"['Action', 'Simulation']",2017-08-17,"['Simulation', 'Action', 'Flight']",14.99,0.0,635430.0,Rortos Srl
NukGames,"['Casual', 'Indie', 'Racing']",2016-10-12,"['Racing', 'Casual', 'Indie', '1980s', 'Retro', 'Great Soundtrack']",0.99,0.0,539720.0,NukGames
Capcom,['Action'],2013-02-20,['Action'],1.99,0.0,223792.0,Ninja Theory
Deep Silver,"['Action', 'Adventure']",2013-09-16,"['Action', 'Adventure']",2.99,0.0,247295.0,Deep Silver Volition
Gameforge 4D GmbH,"['Action', 'Adventure', 'Free to Play', 'Sports', 'Strategy']",2013-09-12,"['Action', 'Adventure', 'Free to Play', 'Sports', 'Strategy']",19.99,0.0,317500.0,"Dragonfly GF Co., LTD"
Strategy First,"['Simulation', 'Strategy']",2015-11-05,"['Strategy', 'Simulation', 'Naval']",9.99,0.0,414260.0,Totem Games
Nival,"['Adventure', 'Free to Play', 'RPG', 'Strategy']",2013-12-10,"['Strategy', 'Adventure', 'RPG', 'Free to Play']",9.99,0.0,264680.0,Nival
Dovetail Games,['Simulation'],2015-11-11,['Simulation'],4.99,0.0,326017.0,Fastline Simulation
Gestmorph Games,"['Adventure', 'Free to Play', 'RPG']",2016-12-13,"['Free to Play', 'Adventure', 'RPG', 'RPGMaker']",,0.0,559990.0,Gestmorph Games
8Floor,['Casual'],2015-12-24,"['Casual', 'Card Game', 'Indie']",4.99,0.0,428510.0,Creobit
BANDAI NAMCO Entertainment America,"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']",2016-10-25,"['Free to Play', 'Sports', 'Simulation', 'Golf', 'Massively Multiplayer', 'Multiplayer', 'Action']",,0.0,458960.0,"WEBZENONNET Co., Ltd."
CI Games,['Action'],2012-09-21,"['Action', 'Flight', 'World War II', 'Local Co-Op', 'Local Multiplayer', 'Simulation', 'Split Screen', 'Arcade']",9.99,0.0,217790.0,City Interactive
AGM PLAYISM,"['Action', 'Casual', 'Indie']",2015-12-02,"['Action', 'Indie', 'Casual']",1.99,0.0,419951.0,peakvox
Dovetail Games,['Simulation'],2015-12-04,['Simulation'],4.99,0.0,326021.0,Fastline Simulation
Animakemu Games,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",2016-10-07,"['RPG', 'Indie', 'Simulation', 'Action', 'Adventure', 'Post-apocalyptic', 'Zombies', 'Survival', 'Crafting', 'Action RPG', 'RPGMaker']",1.99,0.0,469780.0,"Kamil Szczepanik,Bartosz Zajkowski"
Dry Cactus,"['Indie', 'Simulation']",2016-07-12,"['Building', 'Simulation', 'Physics', 'Puzzle', 'Singleplayer', 'Indie', 'Sandbox', 'Strategy', 'Funny', 'Crime', 'Difficult', 'Great Soundtrack', 'Casual', 'Education', 'Level Editor', 'Crafting', 'Open World']",11.99,0.0,367450.0,Dry Cactus
"Retroism, Nightdive Studios","['Adventure', 'Simulation']",1987-01-01,"['Adventure', 'Simulation', 'Pirates', 'Classic']",6.99,0.0,327380.0,"MicroProse Software, Inc"
Digital Tribe,"['Action', 'Adventure', 'Indie']",2014-07-09,"['Indie', 'Action', 'Adventure', 'Platformer', 'Pixel Graphics', 'Retro', '2D']",4.99,0.0,278640.0,Wonderfling
Griffin Snow,"['Indie', 'RPG']",2017-08-01,"['Indie', 'RPG']",9.99,0.0,670940.0,Griffin Snow
Cogent Education,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",2017-03-20,"['Science', 'Education', 'Indie', 'Adventure', 'Underwater', 'Exploration', 'Top-Down', 'Controller', 'Casual', 'Action', 'Simulation', 'Cute']",2.99,0.0,502730.0,Cogent Education
Brandon Gallo,"['Action', 'Early Access']",2017-10-31,"['Early Access', 'Action']",16.99,1.0,658440.0,Brandon Gallo
Mamilos Club Studios,"['Action', 'Adventure', 'Indie', 'Early Access']",2017-10-03,"['Early Access', 'Action', 'Adventure', 'Indie']",5.99,1.0,608630.0,Amilton Neves
Degica,"['Action', 'Indie']",2015-11-02,"['Action', 'Indie', 'Retro', 'Female Protagonist', 'Platformer', 'Anime', 'Physics']",9.99,0.0,384690.0,Studio Saizensen
Slitherine Ltd.,"['Simulation', 'Strategy']",2013-11-14,"['Strategy', '4X', 'Turn-Based Strategy', 'Sci-fi', 'Singleplayer', 'Simulation', 'Multiplayer', 'Hex Grid', 'Turn-Based', 'Space', 'Replay Value']",29.99,0.0,287580.0,Proxy Studios
Wetgenes,"['Casual', 'Indie']",2015-11-19,"['Indie', 'Casual', 'Puzzle']",3.99,0.0,388540.0,Wetgenes
OtakuMaker SARL,"['Action', 'Casual', 'Free to Play', 'Indie', 'Racing']",2017-12-29,"['Action', 'Indie', 'Casual', 'Racing', 'Free to Play', 'Singleplayer', 'Atmospheric', 'Arcade', '2D', 'Competitive', 'Minimalist', 'Retro']",1.99,0.0,768852.0,Bacq Stellan
Dovetail Games - Trains,['Simulation'],2012-08-23,['Simulation'],7.99,0.0,208341.0,Digital Train Model
VRS,"['Action', 'Casual', 'Indie', 'Simulation']",2017-07-24,"['Action', 'Indie', 'Casual', 'Simulation']",0.99,0.0,656290.0,G. Malta
Klabater,"['Action', 'Indie', 'Massively Multiplayer']",2017-10-12,"['Action', 'Massively Multiplayer', 'Indie']",3.99,0.0,730480.0,JetCat Games
Ghostlight LTD,"['Adventure', 'RPG', 'Strategy']",2015-10-29,"['Strategy', 'Adventure', 'RPG']",2.99,0.0,403450.0,Idea Factory
Dovetail Games - Flight,['Simulation'],2016-06-15,['Simulation'],24.99,0.0,457087.0,Virtavia
Tiger Style,"['Action', 'Adventure', 'Indie']",2012-12-13,"['Sci-fi', 'Adventure', 'Exploration', 'Indie', 'Platformer', 'Puzzle', 'Atmospheric', 'Singleplayer', 'Metroidvania', 'Story Rich', 'Action', 'Multiple Endings', 'Mars', '2D', 'Side Scroller']",9.99,0.0,227200.0,Tiger Style
Dovetail Games - Flight,['Simulation'],2016-01-12,['Simulation'],12.99,0.0,379560.0,Zinertek
PlayFirst,['Casual'],2008-02-11,['Hidden Object'],6.99,0.0,37320.0,PlayFirst
Deep Silver,"['Action', 'Adventure']",2012-04-27,"['Adventure', 'Action']",4.99,0.0,40392.0,Piranha Bytes
Yo252yo,"['Free to Play', 'RPG']",2017-04-04,"['Free to Play', 'RPG', 'Psychedelic', 'RPGMaker', 'Experimental', 'Indie', 'Psychological', 'Philisophical', 'JRPG']",,0.0,688650.0,Yo252yo
InvertMouse,['Indie'],2015-06-02,"['Indie', 'Story Rich', 'Visual Novel', 'Anime', 'Puzzle-Platformer']",1.99,0.0,374100.0,InvertMouse
Leaghorn,"['Casual', 'Indie', 'Strategy']",2016-06-02,"['Indie', 'Casual', 'Strategy']",4.99,0.0,470440.0,Leaghorn
Peak Angle Team,"['Racing', 'Simulation', 'Sports']",2017-02-08,"['Racing', 'Simulation', 'Sports']",2.99,0.0,591880.0,Peak Angle Team
Neko Entertainment,"['Adventure', 'Indie']",2015-07-09,"['Adventure', 'Indie', 'Puzzle', 'Puzzle-Platformer', 'Platformer', 'Pixel Graphics', ""1990's""]",9.99,0.0,333490.0,Team Replay
Xitilon,"['Action', 'Indie']",2017-08-25,"['Action', 'Indie', 'Arcade', 'Retro', 'Singleplayer', '2D', 'Pixel Graphics', 'GameMaker', 'Fast-Paced']",3.99,0.0,685230.0,Xero TR-MMXZ
Cosmic Ray Studio,"['Action', 'Indie', 'Early Access']",2017-10-04,"['Early Access', 'Action', 'Indie', 'Arena Shooter']",11.99,1.0,689570.0,Cosmic Ray Studio
"Square Enix, Eidos Interactive","['Action', 'Adventure']",2012-11-13,"['Action', 'Adventure']",1.99,0.0,216331.0,United Front Games
Kimmo Lahtinen,"['Action', 'Indie']",2015-08-31,"['Action', 'Indie', ""Shoot 'Em Up"", 'Twin Stick Shooter', 'Arcade']",2.99,0.0,394030.0,Kimmo Lahtinen
Tabletopia,"['Casual', 'RPG', 'Simulation', 'Strategy']",2017-08-21,"['Strategy', 'RPG', 'Casual', 'Simulation']",5.99,0.0,414231.0,Jamey Stegmaier
KOG Games,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",2015-07-01,"['Action', 'Free to Play', 'RPG', 'Adventure', 'Massively Multiplayer', 'Casual', 'Anime']",39.99,0.0,383310.0,KOG
NoTime Studios,"['Action', 'Indie']",2017-07-07,"['Action', 'Indie']",9.99,0.0,668800.0,NoTime Studios
Screaming Bee,"['Audio Production', 'Utilities']",2014-02-13,"['Audio Production', 'Utilities', 'Software']",39.99,0.0,269470.0,Screaming Bee
Saibot Studios,"['Action', 'Adventure', 'Indie']",2016-08-10,"['Horror', 'Adventure', 'Indie', 'Action', 'Lovecraftian', 'Demons', 'Psychological Horror', 'Gore', 'First-Person', 'Survival Horror', 'Difficult', 'Survival', 'Dark', 'Singleplayer', 'Walking Simulator', 'Third Person', 'Mature', 'Story Rich', '3D Vision', '3D Platformer']",19.99,0.0,383930.0,Saibot Studios
Activision,['Action'],2014-07-31,['Action'],1.99,0.0,309872.0,Infinity Ward
Dovetail Games - Flight,['Simulation'],2016-07-05,['Simulation'],19.99,0.0,471890.0,Virtavia
FIVE-BN GAMES,"['Adventure', 'Casual', 'Free to Play']",2015-09-24,"['Free to Play', 'Adventure', 'Hidden Object', 'Casual', 'Puzzle', 'Singleplayer', 'Fantasy']",,0.0,392950.0,FIVE-BN GAMES
RewindApp,['Indie'],2017-10-02,['Indie'],0.99,0.0,711150.0,RewindApp
Alice &amp; Smith,"['Indie', 'Massively Multiplayer', 'RPG']",2016-08-19,"['RPG', 'Massively Multiplayer', 'Indie']",4.99,0.0,397370.0,Alice &amp; Smith
Ubisoft,"['Casual', 'Simulation']",2013-01-15,"['Casual', 'Simulation']",2.99,0.0,222073.0,Ubisoft - San Francisco
Dovetail Games - Trains,['Simulation'],2012-08-01,"['Simulation', 'Trains', 'Co-op', 'Sandbox', 'Physics', 'Atmospheric', 'Realistic', 'Family Friendly', 'TrackIR', 'Open World']",8.99,0.0,208369.0,Dovetail Games
themorfeus,"['Casual', 'Indie', 'Simulation']",2017-06-21,"['Indie', 'Simulation', 'Casual']",1.99,0.0,604010.0,"themorfeus,Junkhive"
Tigerish Games,"['Casual', 'Free to Play']",2015-04-28,"['Free to Play', 'Casual', 'Multiplayer', 'Strategy', 'Family Friendly', 'Singleplayer', 'Competitive', 'Indie', 'Massively Multiplayer', 'Violent', 'e-sports', 'Memes', 'Open World']",,0.0,360870.0,Tigerish Games
"Wired Productions, THQ Nordic","['Action', 'Adventure', 'Casual', 'Indie']",2016-11-01,"['Action', 'Adventure', 'Indie', 'Casual']",1.99,0.0,439232.0,React Games
Dovetail Games,['Simulation'],2015-08-03,['Simulation'],4.99,0.0,275139.0,Great Northerner
B.Bit,['Indie'],2017-07-17,['Indie'],0.99,0.0,659810.0,B.Bit
SEGA,"['RPG', 'Strategy']",2017-09-18,"['RPG', 'Strategy']",,0.0,718570.0,AMPLITUDE Studios
Aeria Games,"['Free to Play', 'Massively Multiplayer', 'RPG']",2015-06-22,"['Free to Play', 'RPG', 'MMORPG', 'Massively Multiplayer', 'Fantasy', 'Anime', 'Open World', 'Multiplayer', 'Action', 'Adventure', 'PvP', 'Third Person', 'Online Co-Op', 'FPS']",,0.0,290140.0,Mr. Blue
Nestor Yavorskyy,"['Casual', 'Indie', 'Strategy']",2017-11-24,"['Casual', 'Indie', 'Strategy', 'Puzzle', 'Minimalist', 'Abstract', 'Relaxing']",0.99,0.0,733050.0,Nestor Yavorskyy
Old School Blender Addicted,"['Action', 'Adventure', 'Indie', 'Racing', 'Simulation']",2017-06-06,"['Adventure', 'Indie', 'Simulation', 'Racing', 'Action']",0.99,0.0,623350.0,Manic Mind Game Lab
Iceberg Interactive,"['Adventure', 'Indie']",2016-09-22,"['Adventure', 'Indie']",,0.0,529030.0,Shadow Tor Studios
Pezomi,"['Casual', 'Indie', 'Simulation']",2015-09-25,"['Indie', 'Casual', 'Simulation']",4.99,0.0,388360.0,Pezomi
OtakuMaker SARL,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2016-08-12,"['Puzzle', 'Casual', 'Action', 'Indie', 'Adventure', 'Strategy', '2D', 'Platformer', 'Arcade', 'Singleplayer', 'Great Soundtrack', 'Funny', 'Stylized', 'Retro', 'Atmospheric', 'Choose Your Own Adventure', 'Puzzle-Platformer', 'Classic', 'Action-Adventure']",4.99,0.0,485640.0,"Space Fractal,TempleTiger"
Big Fish Games,"['Casual', 'Simulation']",2008-11-28,"['Casual', 'Simulation']",9.99,0.0,51010.0,Big Fish Games
Rice Cooker Republic,"['Adventure', 'Indie']",2017-05-17,"['Adventure', 'Indie', 'Great Soundtrack', 'Puzzle', 'Exploration']",17.99,0.0,612740.0,Rice Cooker Republic
Corrosive Studios LLC,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",2016-07-12,"['Strategy', 'Action', 'Adventure', 'RPG', 'Indie', 'Simulation']",1.99,0.0,488320.0,Corrosive Studios LLC
Jungle Coworking,"['Casual', 'Indie', 'Strategy']",2017-08-22,"['Casual', 'Strategy', 'Indie']",3.99,0.0,508200.0,Uruca Game Studio
4 I Lab,"['Action', 'Indie', 'Simulation']",2017-10-20,"['Action', 'Indie', 'Simulation', 'Gore', 'Violent', 'Nudity']",2.99,0.0,705950.0,4 I Lab
Olivier LeClair,"['Adventure', 'Indie']",2017-02-01,"['Adventure', 'Indie']",4.99,0.0,587882.0,Olivier LeClair
"SEGA, Feral interactive (Mac/Linux)",['Strategy'],2011-02-28,['Strategy'],0.99,0.0,56432.0,"Relic Entertainment,Feral interactive (Mac/Linux)"
Nikita Online,"['Free to Play', 'Massively Multiplayer', 'Simulation']",2012-08-22,"['Free to Play', 'Massively Multiplayer', 'Simulation']",,0.0,583740.0,Nikita Online
STREETCAT STUDIO,"['Indie', 'RPG']",2017-12-04,"['RPG', 'Indie']",2.99,0.0,750710.0,STREETCAT STUDIO
tinyBuild,"['Casual', 'Indie', 'Strategy']",2016-05-20,"['Strategy', 'Free to Play', 'Indie', 'Tower Defense', 'Casual', 'Multiplayer', 'Fantasy', 'Action']",,0.0,438680.0,FlyAnvil
bch waves studio,"['Adventure', 'Casual', 'Indie']",2017-07-22,"['Adventure', 'Indie', 'Casual', 'Visual Novel']",1.99,0.0,670810.0,bch waves studio
Paradox Interactive,"['Simulation', 'Strategy']",2016-04-05,"['Strategy', 'Simulation']",14.99,0.0,436120.0,Paradox Development Studio
ILLUMICORP,"['Adventure', 'Casual', 'Indie']",2017-08-04,"['Indie', 'Casual', 'Adventure']",0.99,0.0,681650.0,ILLUMICORP
Groupees Interactive,"['Action', 'Adventure', 'Casual']",2016-08-08,"['Adventure', 'Action', 'Casual', 'Indie', 'Puzzle-Platformer']",4.99,0.0,502070.0,Dosane Games
Pixel Reign,"['Action', 'Adventure', 'Indie', 'Early Access']",2017-12-05,"['Early Access', 'Action', 'Adventure', 'Indie', 'Platformer', 'Great Soundtrack', '2D', 'Funny', 'Atmospheric', 'Singleplayer', 'Puzzle-Platformer', '2.5D', 'Character Action Game', 'Action-Adventure', 'Difficult']",12.99,1.0,718010.0,Pixel Reign
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],2014-06-23,"['Strategy', 'World War II', 'Multiplayer', 'RTS']",12.99,0.0,287371.0,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
"Retroism, Nightdive Studios",['Simulation'],1988-01-01,"['Simulation', 'Flight', 'Classic']",6.99,0.0,347250.0,"MicroProse Software, Inc"
Microids Indie,"['Action', 'Indie']",2016-02-12,"['Action', 'Indie', 'FPS', 'Shooter', 'Sci-fi', 'Arena Shooter']",1.99,0.0,411080.0,Nicolas Bernard
